0 0.5 0.40000001 0.5 0.95999998 -0.49944374 0.090000004 
0.0099999998 0.4913443 0.40412092 0.49567214 0.96289432 -0.50802064 0.090000004 
0.02 0.48278981 0.40810537 0.49139491 0.96540576 -0.51648653 0.090000004 
0.029999999 0.47433865 0.41196007 0.48716933 0.96756124 -0.52483833 0.090000004 
0.039999999 0.46599251 0.41569138 0.48299626 0.9693861 -0.53307313 0.090000004 
0.050000001 0.45775291 0.41930532 0.47887644 0.97090393 -0.54118836 0.090000004 
0.059999999 0.44962105 0.42280751 0.47481051 0.9721368 -0.54918158 0.090000004 
0.07 0.44159788 0.42620319 0.47079894 0.97310531 -0.55705047 0.090000004 
0.079999998 0.43368417 0.42949733 0.46684209 0.97382867 -0.56479287 0.090000004 
0.090000004 0.42588046 0.43269458 0.46294025 0.97432476 -0.57240677 0.090000004 
0.1 0.41818708 0.43579927 0.45909354 0.97461021 -0.57989031 0.090000004 
0.11 0.41060421 0.43881547 0.45530212 0.97470063 -0.58724165 0.090000004 
0.12 0.40313184 0.44174698 0.45156592 0.97461033 -0.59445912 0.090000004 
0.13 0.3957698 0.44459736 0.44788489 0.97435272 -0.60154104 0.090000004 
0.14 0.3885178 0.44736993 0.4442589 0.97394025 -0.60848582 0.090000004 
0.15000001 0.38137537 0.45006779 0.44068769 0.97338444 -0.61529201 0.090000004 
0.16 0.37434196 0.45269382 0.43717098 0.97269601 -0.62195808 0.090000004 
0.17 0.36741695 0.45525074 0.43370846 0.97188467 -0.62848264 0.090000004 
0.18000001 0.36059949 0.45774099 0.43029976 0.97095972 -0.63486433 0.090000004 
0.19 0.35388875 0.4601669 0.42694438 0.96992946 -0.64110178 0.090000004 
0.2 0.34728372 0.46253064 0.42364186 0.96880162 -0.64719361 0.090000004 
0.20999999 0.34078339 0.46483418 0.42039168 0.96758336 -0.65313864 0.090000004 
0.22 0.33438659 0.46707937 0.41719329 0.96628129 -0.65893549 0.090000004 
0.23 0.32809219 0.46926787 0.41404608 0.96490127 -0.66458303 0.090000004 
0.23999999 0.32189888 0.47140124 0.41094944 0.96344882 -0.67008001 0.090000004 
0.25 0.31580538 0.47348094 0.40790269 0.96192896 -0.67542523 0.090000004 
0.25999999 0.30981028 0.47550827 0.40490514 0.96034628 -0.68061751 0.090000004 
0.27000001 0.30391222 0.47748441 0.40195611 0.95870483 -0.68565577 0.090000004 
0.28 0.29810968 0.47941041 0.39905486 0.95700836 -0.69053888 0.090000004 
0.28999999 0.29240122 0.48128733 0.3962006 0.95526028 -0.69526577 0.090000004 
0.30000001 0.28678527 0.48311606 0.39339262 0.95346361 -0.69983542 0.090000004 
0.31 0.28126028 0.48489735 0.39063013 0.95162106 -0.70424682 0.090000004 
0.31999999 0.27582467 0.48663199 0.38791233 0.94973499 -0.70849901 0.090000004 
0.33000001 0.27047676 0.48832062 0.38523838 0.94780767 -0.71259105 0.090000004 
0.34 0.26521501 0.48996383 0.38260749 0.9458409 -0.71652204 0.090000004 
0.34999999 0.26003769 0.49156216 0.38001883 0.94383639 -0.72029114 0.090000004 
0.36000001 0.25494316 0.49311605 0.37747157 0.94179559 -0.72389764 0.090000004 
