0 1 0 
0.050000001 1.0048958 0.054809902 
0.1 0.98787606 0.10806765 
0.15000001 0.96391493 0.15920956 
0.2 0.93721491 0.20807254 
0.25 0.90886319 0.25460231 
0.30000001 0.87902457 0.29877007 
0.34999999 0.84754235 0.34054607 
0.40000001 0.81408763 0.37988886 
0.44999999 0.77816677 0.41673744 
0.5 0.73906142 0.45100245 
0.55000001 0.69569999 0.48255256 
0.60000002 0.64641023 0.51119262 
0.64999998 0.58842576 0.53662407 
0.69999999 0.51682609 0.55837035 
0.75 0.42205435 0.57562125 
0.80000001 0.28360152 0.58687872 
0.85000002 0.054026149 0.5890882 
0.89999998 -0.35683942 0.57576644 
0.94999999 -0.88217705 0.53810328 
1 -1.0999538 0.48115376 
1.05 -1.1362728 0.42021772 
1.1 -1.133328 0.36036003 
1.15 -1.118053 0.30236429 
1.2 -1.0988767 0.24643163 
1.25 -1.0783979 0.19260372 
1.3 -1.0573487 0.14087349 
1.35 -1.035905 0.091220371 
1.4 -1.0140837 0.043621637 
1.45 -0.99185336 -0.0019441291 
1.5 -0.96916312 -0.045495767 
1.55 -0.94594872 -0.087048873 
1.6 -0.92213207 -0.12661521 
1.65 -0.89761734 -0.16420202 
1.7 -0.87228632 -0.19981113 
1.75 -0.84599036 -0.23343775 
1.8 -0.81853932 -0.26506883 
1.85 -0.78968495 -0.29468086 
1.9 -0.75909519 -0.32223651 
1.95 -0.72631288 -0.34767985 
2 -0.69068819 -0.37092903 
2.05 -0.65126026 -0.39186457 
2.0999999 -0.60654104 -0.41030982 
2.1500001 -0.55409366 -0.42599696 
2.2 -0.48964962 -0.43850249 
2.25 -0.40510237 -0.44711724 
2.3 -0.28358456 -0.45055887 
2.3499999 -0.087258078 -0.44629014 
2.4000001 0.26009101 -0.4290126 
2.45 0.76174587 -0.39028195 
2.5 1.0578139 -0.33074722 
2.55 1.1128129 -0.26439849 
2.5999999 1.1118245 -0.19880781 
2.6500001 1.0946003 -0.13521807 
2.7 1.0723885 -0.07392928 
2.75 1.0484229 -0.015012886 
2.8 1.0235435 0.041524153 
2.8499999 0.99791014 0.095690563 
2.9000001 0.97148561 0.14749579 
2.95 0.94416195 0.19694503 
3 0.91578716 0.24403685 
3.05 0.88616306 0.28876123 
3.0999999 0.85503107 0.33109704 
3.1500001 0.82204688 0.37100884 
3.2 0.78673977 0.4084419 
3.25 0.74844491 0.44331476 
