# X-nullcline
0.989369 70 1 
0.988265 68.5 1 

0.988265 68.5 1 
0.987046 67 1 

0.987046 67 1 
0.985703 65.5 1 

0.985703 65.5 1 
0.984224 64 1 

0.984224 64 1 
0.982593 62.5 1 

0.982593 62.5 1 
0.980798 61 1 

0.98 60.3879 1 
0.978821 59.5 1 

0.980798 61 1 
0.98 60.3879 1 

0.978821 59.5 1 
0.976645 58 1 

0.976645 58 1 
0.974253 56.5 1 

0.974253 56.5 1 
0.971621 55 1 

0.97 54.1523 1 
0.96873 53.5 1 

0.971621 55 1 
0.97 54.1523 1 

0.96873 53.5 1 
0.965555 52 1 

0.965555 52 1 
0.96207 50.5 1 

0.96 49.6817 1 
0.958247 49 1 

0.96207 50.5 1 
0.96 49.6817 1 

0.958247 49 1 
0.954058 47.5 1 

0.95 46.1709 1 
0.94947 46 1 

0.954058 47.5 1 
0.95 46.1709 1 

0.94947 46 1 
0.944451 44.5 1 

0.94 43.2795 1 
0.938965 43 1 

0.944451 44.5 1 
0.94 43.2795 1 

0.938965 43 1 
0.932976 41.5 1 

0.93 40.8111 1 
0.926446 40 1 

0.932976 41.5 1 
0.93 40.8111 1 

0.92 38.6387 1 
0.919334 38.5 1 

0.926446 40 1 
0.92 38.6387 1 

0.919334 38.5 1 
0.9116 37 1 

0.91 36.7111 1 
0.903203 35.5 1 

0.9116 37 1 
0.91 36.7111 1 

0.9 34.9679 1 
0.894101 34 1 

0.903203 35.5 1 
0.9 34.9679 1 

0.89 33.371 1 
0.884253 32.5 1 

0.894101 34 1 
0.89 33.371 1 

0.88 31.896 1 
0.873618 31 1 

0.884253 32.5 1 
0.88 31.896 1 

0.87 30.5229 1 
0.862158 29.5 1 

0.873618 31 1 
0.87 30.5229 1 

0.85 28.0195 1 
0.849838 28 1 

0.86 29.2349 1 
0.85 28.0195 1 

0.862158 29.5 1 
0.86 29.2349 1 

0.84 26.8802 1 
0.836626 26.5 1 

0.849838 28 1 
0.84 26.8802 1 

0.83 25.7932 1 
0.822493 25 1 

0.836626 26.5 1 
0.83 25.7932 1 

0.81 23.7548 1 
0.80742 23.5 1 

0.82 24.75 1 
0.81 23.7548 1 

0.822493 25 1 
0.82 24.75 1 

0.8 22.8025 1 
0.791391 22 1 

0.80742 23.5 1 
0.8 22.8025 1 

0.78 20.9917 1 
0.774401 20.5 1 

0.79 21.8763 1 
0.78 20.9917 1 

0.791391 22 1 
0.79 21.8763 1 

0.76 19.2947 1 
0.756454 19 1 

0.77 20.1301 1 
0.76 19.2947 1 

0.774401 20.5 1 
0.77 20.1301 1 

0.74 17.6925 1 
0.737562 17.5 1 

0.75 18.4854 1 
0.74 17.6925 1 

0.756454 19 1 
0.75 18.4854 1 

0.72 16.1694 1 
0.717751 16 1 

0.73 16.9253 1 
0.72 16.1694 1 

0.737562 17.5 1 
0.73 16.9253 1 

0.7 14.7122 1 
0.697059 14.5 1 

0.71 15.4362 1 
0.7 14.7122 1 

0.717751 16 1 
0.71 15.4362 1 

0.68 13.3099 1 
0.675536 13 1 

0.69 14.0064 1 
0.68 13.3099 1 

0.697059 14.5 1 
0.69 14.0064 1 

0.66 11.9532 1 
0.653245 11.5 1 

0.67 12.6263 1 
0.66 11.9532 1 

0.675536 13 1 
0.67 12.6263 1 

0.64 10.6343 1 
0.63026 10 1 

0.65 11.2876 1 
0.64 10.6343 1 

0.653245 11.5 1 
0.65 11.2876 1 

0.61 8.71123 1 
0.606669 8.5 1 

0.62 9.34651 1 
0.61 8.71123 1 

0.63 9.9834 1 
0.62 9.34651 1 

0.63026 10 1 
0.63 9.9834 1 

0.59 7.46169 1 
0.58257 7 1 

0.6 8.08416 1 
0.59 7.46169 1 

0.606669 8.5 1 
0.6 8.08416 1 

0.56 5.61796 1 
0.55807 5.5 1 

0.57 6.22974 1 
0.56 5.61796 1 

0.58 6.84239 1 
0.57 6.22974 1 

0.58257 7 1 
0.58 6.84239 1 

0.54 4.40609 1 
0.533284 4 1 

0.55 5.01124 1 
0.54 4.40609 1 

0.55807 5.5 1 
0.55 5.01124 1 

0.51 2.60019 1 
0.508333 2.5 1 

0.52 3.20121 1 
0.51 2.60019 1 

0.53 3.80248 1 
0.52 3.20121 1 

0.533284 4 1 
0.53 3.80248 1 

0.49 1.39977 1 
0.483339 1 1 

0.5 1.99994 1 
0.49 1.39977 1 

0.508333 2.5 1 
0.5 1.99994 1 

0.46 -0.405367 1 
0.45843 -0.5 1 

0.47 0.19701 1 
0.46 -0.405367 1 

0.48 0.799032 1 
0.47 0.197009 1 

0.483339 1 1 
0.48 0.799032 1 

0.44 -1.61864 1 
0.433726 -2 1 

0.45 -1.01138 1 
0.44 -1.61864 1 

0.45843 -0.5 1 
0.45 -1.01138 1 

0.41 -3.45973 1 
0.409347 -3.5 1 

0.42 -2.84379 1 
0.41 -3.45973 1 

0.43 -2.22885 1 
